clarinet,67,0.128242078125,0.14150849999999998,0.269750578125
string_ensemble_1,43,0.128242078125,0.14150849999999998,0.269750578125
string_ensemble_1,43,0.128242078125,0.14150849999999998,0.269750578125
string_ensemble_1,55,0.128242078125,0.14150849999999998,0.269750578125
string_ensemble_1,67,0.128242078125,0.14150849999999998,0.269750578125
string_ensemble_1,67,0.128242078125,0.14150849999999998,0.269750578125
clarinet,67,0.128242078125,0.28301699999999996,0.41125907812499995
string_ensemble_1,43,0.128242078125,0.28301699999999996,0.41125907812499995
string_ensemble_1,43,0.128242078125,0.28301699999999996,0.41125907812499995
string_ensemble_1,55,0.128242078125,0.28301699999999996,0.41125907812499995
string_ensemble_1,67,0.128242078125,0.28301699999999996,0.41125907812499995
string_ensemble_1,67,0.128242078125,0.28301699999999996,0.41125907812499995
clarinet,67,0.128242078125,0.42452549999999994,0.5527675781249999
string_ensemble_1,43,0.128242078125,0.42452549999999994,0.5527675781249999
string_ensemble_1,43,0.128242078125,0.42452549999999994,0.5527675781249999
string_ensemble_1,55,0.128242078125,0.42452549999999994,0.5527675781249999
string_ensemble_1,67,0.128242078125,0.42452549999999994,0.5527675781249999
string_ensemble_1,67,0.128242078125,0.42452549999999994,0.5527675781249999
clarinet,63,1.566034,0.5660339999999999,2.132068
string_ensemble_1,39,1.566034,0.5660339999999999,2.132068
string_ensemble_1,39,1.566034,0.5660339999999999,2.132068
string_ensemble_1,51,1.566034,0.5660339999999999,2.132068
string_ensemble_1,63,1.566034,0.5660339999999999,2.132068
string_ensemble_1,63,1.566034,0.5660339999999999,2.132068
